"text","orientacao"
"Folha Política: Delegado se revolta ao ver que livro escolar do filho idolatra Lula, Dilma e o PT http://t.co/qMuzr3rhnI",
"no veja TCU votará contas de Dilma a partir do dia 26 http://t.co/lJuT2J7cX3 via veja",
"Teoria do domínio do fato pode levar Lula para a cadeia? http://t.co/GwBHGymXs3 via @JusBrasil",
"RT @amandaleite79: Cada povo tem o governo que merece. Adora reclamar e quer que o governo mude, mas se recusa a sair de sua zona de confor…",
"Teoria do domínio do fato pode levar Lula para a cadeia? http://t.co/4xpWfAJsbI via @JusBrasil",
"RT @wellingtonmoura: Lula é o chefe. Não operavam, operam! Estão vivos e agindo! https://t.co/fc8niotF0I",
"Não é dever da oposição apontar saída para a crise, avaliam Alckmin e Aécio http://t.co/7eiUnPflo2  @elnuevoherald @el_pais @Estadao",
"@cartamaior kkkkkkkkkk. Sem a Globo golpista, o golpe some no horizonte!",
"Não é dever da oposição apontar saída para a crise, avaliam Alckmin e Aécio http://t.co/FXpwn82GbF  @elnuevoherald @el_pais @Estadao",
"no veja TCU votará contas de Dilma a partir do dia 26 http://t.co/ZCLaRAL7Tk via veja",
"@caranovanocongr @FAXINANOPODER_ @bobjackk LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @LaManchaES: Kd o tal do Zelotes? Será ele, ela? Será um ET, peixe, ave ou prato. Kd? https://t.co/N7gDDbzi4J",
"Ayres Britto (para quem ainda não leu): ""Dilma já não reúne nenhuma das três qualidades de um presidente”  http://t.co/y0GCc4LfxH …",
"Brevemente,",
,
"RT @casa_dos_pobres: 'Por isso que nós não concordamos com nenhuma medida que leve à instabilidade do País' Dilma",
"Leiam. Priorizar impeachment é colocar fogo no país, diz Renan http://t.co/OBVB9VbRZ1",
"TCU votará contas de Dilma a partir do dia 26: Em nota, assessoria da Corte diz que ""não há data fixa para o p... http://t.co/6Ww7X08dhn",
"RT @poderdojogo1: José Dirceu, deprimido, tem ressentimentos do PT e de Lula  http://t.co/Fcs5YuUvqj",
"RT @Ezequiasns: SERIA O GOLPE 2015 ? DONO DA GLOBO ANSEIA POR ENCONTRO COM SENADORES PETISTAS E PREGA CONTINUIDADE DO GOVERNO DILMA  ",
,
"Lula vai à Marcha das Margaridas",
"@AlexandraLoopes engravidaram me, mas tomei logo a pílula do dia seguinte",
"Citados na Lava Jato já devolveram R$ 200 milhões em impostos.",
"Presidente da CPI do BNDES diz ser difícil Lula escapar de investigação",
,
"fui pra sp aí eles falaram OBA VAMO NA MANIFESTAÇÃO aí eu falei OBA ME DEIXA NA FNAC",
"Eu acho k o governo anda a mandar melgas pra me vigiar",
"Priorizar impeachment é colocar fogo no país, diz Renan http://t.co/PkS12jkdW8",
"Dilma: quanto pior melhor? Melhor pra quem? | Conversa Afiada http://t.co/0PEwK7Zz7T",
"AGU: Cunha cobrou três vezes pedido de anulação de provas da Lava-Jato ao STF.",
"Governo vai desenvolver nos próximos dias uma agenda estruturante, diz Levy: O ministro da Fazenda, Joaquim Le... http://t.co/diQyfm3lFn",
"Governo vai desenvolver nos próximos dias uma agenda estruturante, diz Levy: O ministro da Fazenda, Joaquim Le... http://t.co/gEqSb4pMiU",
"Eita Dilminha",
,
"Continua a manifestacao em Zé Doca...",
"Dilma disse que faria o diabo na eleição, mas condena o “vale-tudo” e critica o “quanto pior,... http://t.co/Z8B6B3QjwB",
"Governo vai desenvolver nos próximos dias uma agenda estruturante, diz Levy: O ministro da Fazenda, Joaquim Le... http://t.co/rfZ9HloLbh",
"amanhã tem protesto...",
"Já é nesse domingo o protesto, tenho que comprar cartolina e pensar numa cartaz maravilhoso",
"""A corrupção é crime, não importa o valor"" http://t.co/nQLuELGoXQ",
"Vou pra célula hj 😍",
"Estudar é igual lutar nas doze casas do zodíaco, demoramos seis meses para elevar o cosmo ao máximo, dar um golpe e morrer!",
"Corrupção vem de longa data, não foi instituída agora e não é privilegio de um só partido ... É uma chaga... http://t.co/MHjR1q9ytG",
"Dilma frustra base aliada e só acena com promessa de mais diálogo http://t.co/YKR3QrifY4",
"Rindo da parte da carta do Aécio sobre a secura de Bsb e o balde d'água no quarto. ",
,
"Criada por Cunha, CPI do BNDES mira em Lula - Política - Estadão http://t.co/eQh4Dzxkwa",
"aecio foi a pessoa q mais me enrolou no mundo e vem falar de mim ksksksks",
"aecio lindo",
"Valor Econômico - Dilma repudia ‘vale-tudo’ político e diz que crises são temporárias - http://t.co/xdgG2VeodD",
"Dilma frustra base aliada e só acena com promessa de mais diálogo http://t.co/ooEUa10QFj",
"Dilma criticando vale tudo é muita cara de pau. não é mesmo?",
"Planejamento e Previdência também entram na mira da Lava-Jato http://t.co/EMWgomks14",
"NÃO VAI TER GOLPE! http://t.co/wOwRnCx87U",
"Impeachment hoje serve a corruptores e corruptos, diz sociólogo http://t.co/8SFhZo8fSt",
"Dilma não cumpre promessa de fazer creches, déficit é de 3 milhões de vagas http://t.co/hJ7tc4APy0",
"MP arquiva investigação sobre aeroporto de Cláudio e inocenta Aécio http://t.co/SnN4K50Tpw",
"Planejamento e Previdência também entram na mira da Lava-Jato http://t.co/IRo1w2Kepm",
"Carta a Eduardo Campos, Coluna de Aécio Neves na Folha http://t.co/x4A5bwrqEn",
"Aécio : ""Propaganda do PT zomba dos brasileiros"" http://t.co/nsASrH35f7",
"Protesto no bera, 5 pessoas, vieram de gol",
"Na surdina, governo pega R$ 10 bilhões do FGTS para financiar usinas http://t.co/DjFWo20aBj",
"Menstruada, jovem corre maratona sem absorvente em protesto http://t.co/HR7KKaFaco",
"Na surdina, governo pega R$ 10 bilhões do FGTS para financiar usinas http://t.co/vGMu9hseqm",
"Dilma critica ‘vale-tudo’ e diz que é hora de pensar no Brasil http://t.co/z3dA6xG7UM",
"Governador do Maranhão sai em defesa da presidente Dilma Rousseff http://t.co/1nDxky1w9S",
"Em meio à crise política, cartolas vão a Brasília agradecer Dilma http://t.co/vCUVGyl2wT",
"Politicamente correto é cidadãos fazendo shaming uns com outros, não um governo vindo controlando tudo.",
"que barrigão do zé de dilma #caminhodasíndias",
"Novo delator da Lava-Jato, Hamylton Padilha terá que pagar multa de R$ 70 milhões http://t.co/EyDtsTBJZd",
"Dilma critica 'vale tudo' e diz que é preciso pensar primeiro no Brasil - TNonline http://t.co/KXEsDQGTMu",
"Novo delator da Lava-Jato, Hamylton Padilha terá que pagar multa de R$ 70 milhões http://t.co/YJq1Rsc9h1",
"Dilma diz que pessoas devem pensar primeiro no Brasil, para depois pensar em projetos pessoais .Então renuncia, pombas!",
"Falo nada pra Dilma",
,
"TIORIA: Aécio tá ""cauteloso"" no papo do impeachment pq o cálculo dele é em direção ao PSB e à Marina, não ao DEM e o Caiado. Veremos.",
"RT @BlogdoAmorim: Conheça a deslumbrante Fazenda de Lula em Atibaia! É um luxo! FOTO  http://t.co/LqFho4VJu7",
"RT @VEJA: TCU votará contas de Dilma a partir do dia 26 http://t.co/RXGSJDlHov",
"RT @StalinBurrinho: Dilma critica ""vale-tudo"" contra o governo. ",
,
"Dilma paga minhas contas! http://t.co/LoIAO3Jf88",
"RT @Rede45: ""Caberá ao governo, não à oposição, superar a crise que ele próprio criou"", afirma Aécio Neves em Recife https://t.co/qNfVdpj2yn",
"DIA 16 DE AGOSTO EU VOU PRA RUA NO #ForaDilma #ForaPt #ImpechementDilma Sou Brasil. http://t.co/S5zeats1q7",
"Ô Dilma! Nomeie logo a Marina! Incompreensível por incompreensível, ela ao menos inventa palavras… http://t.co/2f7lEzXz4c via @VEJA",
"RT @jeffersonajala: “Governo Sartori parece querer agudizar a crise para diminuir tamanho do Estado” http://t.co/vEO3bPVcEg",
"RT @jao_snow: - O senhor confirma que fez doações de campanha para a Dilma Rousseff ?",
,
,
"Ô Dilma! Nomeie logo a Marina! Incompreensível por incompreensível, ela ao menos inventa palavras… http://t.co/zxnlLPvZYv",
"Governo do Estado capacita policiais militares para atuação e controle de distúrbios civis - http://t.co/VDuRTry5F0 #mshoje",
"RT @FBIOGALLO: @Ezequiasns ",
,
,
"RT @anisionogueira: TUDO EM CIMA: SOBRE O CAVALO DE PAU DA GLOBO NO GOLPE http://t.co/G1QxTC55Cv",
"RT @BlogDoPim: O vale-tudo de Dilma deixou o Brasil sem dinheiro. Veja o resumo do caos: http://t.co/C9V34UQg1S #VemPraRua16Ago http://t.co…",
"RT @Costaleudo: LAVA JATO PEGA TÓFOLLI!  DE NOVO, SUAS DIGITAIS APARECEM NA REDE DE CORRUPÇÃO http://t.co/N029IGhvGs http://t.co/JpZyJlf7jC",
"RT @Dborah67066629: Obrigado por me seguir @assuncaopinheir Um abraço fraterno!!! https://t.co/LH23c5PUa6",
"@GregCGoncalves @Costaleudo LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"Dilma busca ajuda do MST para impedir manifestação de 16 de Agosto http://t.co/QTlL1iveJK",
"@flavent mas como ser a favor da Dilma?",
"AR aprova recomendações ao governo sobre a urgência do combate à diabetes: A Assembleia da República (AR) apro... http://t.co/P1uNX4rLks",
"RT @Pauladrs: @DepEduardoCunha Os membros da AGU repudiam a advocacia de governo. O AGU não nos representa! #PEC443 e #PEC82",
"RT @VEJA: TCU votará contas de Dilma a partir do dia 26 http://t.co/RXGSJDlHov",
"RT @najinhas: Para fugir do isolamento, Dilma busca apoio nos baderneiros do MST e pelegada da UNE",
,
"Dilma: quanto pior melhor? Melhor pra quem? | Conversa Afiada http://t.co/rLA8xe6e12",
"Kakakakakkak hoje foi o mais com o protesto da escola",
"RT @DiAntequera: @DepEduardoCunha AGU aparelhada pelo Governo! Uma instituição de Estado colocada a serviço de interesses políticos! ListaT…",
"RT @cartamaior: Marcha das Margaridas: 70 mil vão Brasília. Acredite, Dilma, sua chance está aqui; mais que na trégua da Globo https://t.co…",
"Ei tenim visita! #libèl.lula #espiadimonis http://t.co/dyhovSdJDd",
"""Renúncia e Impeachment são os dois lados de uma mesma moeda""",
,
"RT @BlogdoAmorim: Só IMPEACHMENT da Dilma e proscrição do PT salvam o Brasil! Estamos descendo ao fundo do poço! http://t.co/vbi58TdPyy",
"Contra o golpe: No Maranhão, Dilma e Flávio Dino fazem discursos inflamados pela Democracia http://t.co/9mEgm0QL4x … via @portalvermelho",
"RT @charlesbigfoot: Mais um tiro no pé: https://t.co/36EaVjwBX5",
"RT @oConsciente: albertocantalic: RT maria_fro: Hei coxinha, dá só uma olhada na recepção da presidenta Dilma Rousseff no Maranhão http://t…",
"RT @g_porto: Por incrível que pareça,  as barcas eram melhor administradas e +baratas qdo eram do governo @arcadiano70  https://t.co/bOYIlV…",
"No Maranhão, Dilma ouviu do povo: “Não vai ter golpe!”; assista ao vídeo - http://t.co/DA2RYoX3lQ http://t.co/foSkhfqBWe",
"RT @RavazzolliBruno: Torcida do Inter está organizando protesto para as 19h no Beira-Rio. Às 20h tem reunião no Conselho Deliberativo. @esp…",
"RT @anisionogueira: TUDO EM CIMA: SOBRE O CAVALO DE PAU DA GLOBO NO GOLPE | @scoopit http://t.co/05CYfdRxnL",
"RT @carloscvlopes: @DepEduardoCunha Não permita que a AGU vire escritório de advocacia do governo. Resgate o papel constitucional da AGU. #…",
"""é contra a corrupção mas estaciona na vaga de deficiente"" ME CHAMA DE HITLER, OU DE STALIN, PAREI NA VAGA DE ALEIJADO, SOU MUITO MALVADO",
"RT @turquim5: Sentiram nossa força nas URNAS. Agr vão sentir a força d povo defendendo Dilma d GOLPE. Vem quente q estamos fervendo http://…",
"RT @anjollg: justin com cueca branca é golpe baixo baixissimo #MTVHottest Justin Bieber",
"Culpa da Dilma",
"Documento da Manifestação realizada por mim (Jhonys da silva) pela  Rede Social, pedindo pela Volta da Dra.... http://t.co/s6cyDtCzbB",
"RT @reporterbrasil: Dilma admite momento de dificuldade, mas garante q programas sociais não serão interrompidos: http://t.co/23vx7Hi2kZ ht…",
"RT @RevistaISTOE: Citados na Lava Jato já devolveram R$ 200 milhões em impostos http://t.co/o34m73hHT5 http://t.co/YAzjmX2kQ9",
"""Temos a ausência de coesão política, um governo literalmente exaurido, o reconhecimento pelo vice de que a situação é grave"" @alvarodias_",
"Lula participa da Marcha das Margaridas http://t.co/9ZOiE7bTbw",
"Corrupção mata mais do que guerras http://t.co/SugJj33umu",
"'Ninguém que pensa no Brasil, no povo brasileiro, deve aceitar a teoria de que 'ah, eu não gosto do gov., então eu vou enfraquecê-lo'.Dilma",
"RT @jwbranda: LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/zoEdXPDkP9",
"RT @VEJA: TCU votará contas de Dilma a partir do dia 26 http://t.co/RXGSJDlHov",
"QUEM MATOU CHAVES?????",
,
,
"RT @najinhas: Para fugir do isolamento, Dilma busca apoio nos baderneiros do MST e pelegada da UNE",
,
"@LucianoAyan @Ronald_O_Reagan Gostei do ""parangolé""! ",
,
"@eduflobo73 @tottustu LULA E DIRCEU, SÃO IRMÃOS SIAMESES, 2º PROCURADORIA DA REPÚBLICA http://t.co/HiQnrMhW2o",
"RT @MCCdoBrasil: 500 anos de Brasil PIB US$ 534 bi em 1994, caiu p US$ 504 bi, qndo FHC saiu. 2014 US$ 2 tri, 346 bi. Dica @turquim5 ",
,
"Noticias - Jaques Wagner: ""Ninguém combate corrupção como Dilma"" : Gicult Mídia Notícias: http://t.co/NJAD9Z6G9t",
"RT @ReginaSalomo: TEGRAM e o Porto de Itaqui: 7 dias a menos q os portos do Sul e do Sudeste para o escoamento para Europa e EUA",
,
"Pergunto novamente: o governo vai esperar morrer alguém antes de se posicionar contra o Uber de uma vez? http://t.co/GUXEe1zuJt",
"RT @ReginaBrasilia: Estratégia da Dilma em usar UNE e MST é como a amiga querer fazer as pazes com outra levando pra casa dela aquela bisca…",
"VÍDEO - Entrega de casas no Maranhão e o apoio a DILMA : http://t.co/w5haLqYNfj @CheZeGuevara @turquim5 @RodP13 @midiacrucis @biacall8",
"RT @BlogdoNoblat: Receita de Lula para salvar Dilma, por Ricardo Noblat.",
,
"Google News: Dilma diz que vai repudiar 'vale-tudo' contra quaisquer governos - O Tempo http://t.co/eajAi86BZW",
"Ressentido, Dirceu sente abandono até de Lula http://t.co/2uSoJPhS90",
"Ressentido, Dirceu sente abandono até de Lula http://t.co/TP9alkn8jj",
"Aécio Neves homenageou o amigo Eduardo Campos.Para Aécio, Eduardo faz muita falta ao Brasil.",
,
"RT @BlogDoPim: Desesperada, Dilma cobra de adversários o que seu governo nunca fez: pensar primeiro no Brasil http://t.co/tyxfu9WF57 http:/…",
"Este Paris Hilton das alterosas é babaca só penas no umbigo dele, em vez de impeachment quer novas eleições. https://t.co/muoth61aVM",
"Dilma diz que vai repudiar 'vale-tudo' contra quaisquer governos - O Tempo",
"RT @UOLNoticias: Dilma critica 'vale-tudo' e diz que é preciso pensar primeiro no Brasil http://t.co/0ruPJeRMxT @UOL",
"Dilma diz que vai repudiar 'vale-tudo' contra quaisquer governos - O Tempo",
"Dilma diz que vai repudiar 'vale-tudo' contra quaisquer governos - O Tempo http://t.co/fZcZwZxDt8",
"MPF quer arrecadar assinaturas para projeto contra corrupção http://t.co/P4SBAsDceh via @ebcnarede",
"RT @o_antagonista: EXCLUSIVO: LULA A JATO. ",
,
"RT @ReginaSalomo: No meio do caminho tinha o povo.",
,
"Você sabia????",
,
,
,
"Em meio à crise política, cartolas vão a Brasília agradecer Dilma http://t.co/vqpYreGQwV",
"Em meio à crise política, cartolas vão a Brasília agradecer Dilma http://t.co/7V01YC2WB0",
"RT @reinaldoazevedo: Ô Dilma! Nomeie logo a Marina! Incompreensível por incompreensível, ela ao menos inventa palavras… http://t.co/0NxT3oX…",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/Mc8PLJvwpU",
"Dilma diz que vai repudiar 'vale-tudo' contra quaisquer governos http://t.co/8OTBvvsSWS",
"@arletecarvalho greve na educação é tudo q este governo quer.",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/FQrR7fFdAu",
"RT @soldadonofront: @deasousa: Tenho mais o q fazer na vida, jamais farei parte de ações de Golpistas do PSDB e Cia. Ltda. http://t.co/fvGe…",
"RT @celocastaneda: Depois da Globo, mais uma defensora de peso do governo de esquerda petista... https://t.co/4NZCk5POgL",
"RT @PTnoSenado: Viana: O que está ocorrendo na Petrobras começou no governo FHC http://t.co/PGxr8ScZNt",
"#Sartorices Sobre o Plano de governo do Sartori. Charge do Kayser no #PTsul http://t.co/67ed0MfIFT",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/qUlsijG20z",
"Você sabia????",
,
,
,
"@geddel_ http://t.co/pnMKj4fAHx   Porque o Temer ainda aguenta isso?",
"RT @Rconstantino: PT sempre na defesa dos bandidos: é luta por causa própria! http://t.co/DI8hiAQ7e4",
"RT @MarcosSMaior: @sibamanchado13 Lula usou verba$ federai$ para encher cubanos de portos, hidrelétricas, etc. Na Paraíba tem porto o Cabed…",
"RT @CHEREACA: 7 exemplos de como os formadores de opinião tratavam o impeachment nos tempos de Collor - http://t.co/aCy1wMZXE5",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/7sbkZLbip5",
"RT @AlexLimaReal: O Plano de voo de @DilmaBr Rousseff no AVIÃO da QUADRILHA PETROLAO ainda e ignorada pelo Janot @MPF_PGR .",
,
,
"RT @TrolhaDSaoPaulo: Claudio Humberto garante que Dilma já redigiu carta de renúncia; Caiado diz que filmou esse momento, mas não postou po…",
"RT @ReginaSalomo: No meio do caminho tinha o povo.",
,
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/ctGsRvCB3Q",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/YTOe5UFi4Z",
"RT @guidorezende: Não vai ter golpe......http://t.co/sVr28x7aq3""",
"RT @nchegasca: Adoro-te de morte tu sabes, somos um golpe de sorte não largues",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/LuT8zraksY",
"Quase 2016 e ainda tem gente tentando passar o golpe da agência de modelo",
"RT @Costaleudo: LAVA JATO PEGA TÓFOLLI!  DE NOVO, SUAS DIGITAIS APARECEM NA REDE DE CORRUPÇÃO http://t.co/N029IGhvGs http://t.co/JpZyJlf7jC",
"RT @euserrato: @Lindasod @ptbrasil Na cabeça deles que a mentira e as falcatruas são a base de tudo pode se fazer de Vítimas. ",
,
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/xBww3iTUo5",
"RT @Tica_Fernandes: Governador do Maranhão sai em defesa da presidente Dilma Rousseff #G1 http://t.co/OShFjynhIz",
"Blog Guamaré News por Alfredo Sergio: Dessanilizador: Governo pode abastecer cidades com... http://t.co/Co6ffXhUDn",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/GhB068bLhN",
"RT @exame_com: Priorizar impeachment é colocar fogo no país, diz Renan &gt; http://t.co/99PMh6j1tq http://t.co/4kV6BPIHYR",
"RT @Brasangola_: O lado (nada) oculto da Lava Jato http://t.co/U2a1knbMBv via @Alexandrecct",
"RT @demetera2: VÍDEO - Entrega de casas no Maranhão e o apoio a DILMA : http://t.co/w5haLqYNfj @CheZeGuevara @turquim5 @RodP13 @midiacrucis…",
"(15/11/2010) Dilma Rouseff comete gafe e confessa ser búlgara [01/02] https://t.co/N5SID7xxUt via @YouTube",
"OU UMA  CUBA, OU UMA VENEZUELA, OU PIOR AINDA... https://t.co/RrEvzr3qAP",
"RT @AlexLimaReal: 9 promessas furadas contadas por Dilma na campanha.",
,
"RT @VEJA: TCU votará contas de Dilma a partir do dia 26 http://t.co/RXGSJDlHov",
"RT @carosamigos: Marcha das Margaridas, nesta terça (11), vai cobrar postura firme de Dilma sobre os agrotóxicos - http://t.co/ux5SW7hT8n",
"(15/11/2010) Dilma Rouseff comete gafe e confessa ser búlgara [01/02] http://t.co/Ev4pwJa6LN via @YouTube",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/dd9lpH48QP",
"RT @matheusbrazmatt: E ai? Vamos resolver este problema de uma vez? ",
,
"RT @BlogDoPim: Se a imprensa brasileira se empenhasse para derrubar Dilma Rousseff como se empenha para derrubar Donald Trump, ela já teria…",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/3qoJmxKKIv",
"@carlossampaio_ pela viabilização da #PEC443, vote não às inclusões de novas carreiras ou todas morrerão abraçadas! É o plano do governo!",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/ZrX0qW4L8A",
"RT @demetera2: VÍDEO - Entrega de casas no Maranhão e o apoio a DILMA : http://t.co/w5haLqYNfj @CheZeGuevara @turquim5 @RodP13 @midiacrucis…",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/lPKeNSq0WC",
"RT @CheZeGuevara: Cuidado com a criadora de serpentes",
,
,
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/Jl1poXnZ9o",
"@PastorLiomar @fernandocabral Só petralha =&gt;@fernandocabral mesmo para ter na Bio a palavra: ""Otimista"" ou é do governo ou tá mamando junto!",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/2NTgrBUgFP",
"Um monte de gente q acabou de receber um benefício do governo? Isso é manipulação pró governo. https://t.co/VWgZMmK3w2",
"'Por isso que nós não concordamos com nenhuma medida que leve à instabilidade do País' Dilma",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/T5KxAilX9a",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/Ob1KXXsoK6",
"RT @casa_dos_pobres: Todos os olhares devem se voltar para o Congresso Nacional. Ataques diários à regras da democracia. https://t.co/ETBaY…",
"RT @carloscvlopes: @DepEduardoCunha Não permita que a AGU vire escritório de advocacia do governo. Resgate o papel constitucional da AGU. #…",
"Ressentido, Dirceu sente abandono até de Lula http://t.co/2uSoJPhS90",
"RT @leaodejudha: ELA FALA QUE É PROTETORA DAS MULHERES , MAS SÓ FERROU A MULHERADA, CORTOU PENSÃO  CORTOU CRECHE E  ETC  https://t.co/wI2b5…",
"Aos que ainda creem no ""culto da corrupção isolada"". http://t.co/hHb5GDoCaD",
"Ressentido, Dirceu sente abandono até de Lula http://t.co/ms3RMV9GRV",
"RT @Evangelizando6: Se Deus está conosco, quem pode nos deter? Se Deus está conosco não há o que temer.",
"RT @demetera2: VÍDEO - Entrega de casas no Maranhão e o apoio a DILMA : http://t.co/w5haLqYNfj @CheZeGuevara @turquim5 @RodP13 @midiacrucis…",
"RT @umvendaval: Você pensa que ta indo tudo bem",
,
,
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/tPi3jwRVYp",
"#Corrupção Antes da Arca de Noé",
,
,
"Renan: “Dar prioridade a impeachment é o mesmo que colocar fogo no país” http://t.co/IG5kGXGPYw",
"RT @BlogdoAmorim: Conheça a deslumbrante Fazenda de Lula em Atibaia! É um luxo! FOTO  http://t.co/LqFho4VJu7",
"RT @GFiuza_Oficial: Dilma diz que é hora de ""pensar primeiro no Brasil"". Brasileiros se apavoram com a ameaça e imploram a Dilma que contin…",
"RT @pacefeco: Apela pro ZÉ DIRCEU,  Lula e o resto da quadrilha para que parem de roubar o Brasil.  https://t.co/PvwKT0TadL",
"Entrevista do Procurador da República que coordena as ações da Lava Jato, Deltan Dallagnol, sobre a corrupção no... http://t.co/PImPTbYmhf",
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/67Wg7fJ5Ed",
"RT @dmptsp: Abraço ao Instituto Lula foi um sucesso e iniciou reação ao golpe http://t.co/u2MPHf5yjT",
"RT @charlesbigfoot: Mais um tiro no pé: https://t.co/36EaVjwBX5",
"Moro diz que Lava Jato não pode ser um ‘soluço’ http://t.co/QCa1OLT1QR via @estadao",
"RT @sibamanchado13: O povo de Cuba idolatra Lula pela caridade humanitária que ele fez liberando $ do BNDES pra eles...",
"RT @Costaleudo: LAVA JATO PEGA TÓFOLLI!  DE NOVO, SUAS DIGITAIS APARECEM NA REDE DE CORRUPÇÃO http://t.co/N029IGhvGs http://t.co/JpZyJlf7jC",
"""Exemplo do supérfluo :   AQUELE GOVERNO PODE SER DESCARTADO, INÚTIL PARA O PAÍS ."" http://t.co/CZDhtGjkVG",
"MUNICÍPIOS:",
,
,
,
"Delator da Lava Jato se compromete a devolver R$ 70 milhões em acordo: Hamylton Padilha firmou acordo de colab... http://t.co/vRe4NpwIvy",
"Como um governo que não cumpriu ainda um ano pode estar sob ameaça d deposição sem qualquer fundamento constitucional?http://t.co/R8hfArV5Qq",
"RT @Tica_Fernandes: Governador do Maranhão sai em defesa da presidente Dilma Rousseff #G1 http://t.co/OShFjynhIz",
"Gazeta Notícia dando informação de que um protesto que aconteceu de manhã. Deve ser o pior ""Radar"" mesmo (nem o nome ""Radar"" usa!)",
"RT @oConsciente: revistaforum: “Não vai ter golpe!”: Dilma é ovacionada no Maranhão http://t.co/uCPZaU4ZK1 http://t.co/nk5TfjWegO",
"', que leve o caos às finanças do governo federal, dos estados e dos municípios"" Dilma",
"RT @VEJA: TCU votará contas de Dilma a partir do dia 26 http://t.co/RXGSJDlHov",
"RT @BethDAlmeida1: Nada duvido do PT #PL2431_11 #DN273_14 http://t.co/3pa8dc2LkY http://t.co/OgVQwFdoPA",
"RT @Ary_AntiPT: ""@ptnuncamais: Os laranjas de Lula e de Lulinha http://t.co/tKXrvi5rF4 via: @o_antagonista""",
"O vale-tudo de Dilma Rousseff deixou o Brasil sem dinheiro. Veja o resumo do caos http://t.co/ninlyQDmEb.",
"Ô Dilma! Nomeie logo a Marina! Incompreensível por incompreensível, ela ao menos inventa palavras… http://t.co/65Kv7pmHwa via @VEJA",
"O vale-tudo de Dilma Rousseff deixou o Brasil sem dinheiro. Veja o resumo do caos http://t.co/PM3R0zaCp8.",
"RT @VittiStew: Sexta ainda tem o elenco juntos pra assistir o último capítulo, vou me preparar pro golpe final #MPN #RAFAELVITTI",
"vem ni mim dilma #dilmarousseff",
"RT @MariluParreiras: @ImprensaCAIXA DEZESSETE MIL PESSOAS BENEFICIADAS POR ESTAS MORADIAS … Êita, Dilma Rousseff!!",
"#PerdaDeTempoComComunaDilmáPT @dilmabr frustra base e só acena c/ promessa de mais diálogo #NãoHáDiálogoComComunistas http://t.co/eFiXxyuTqK",
"Bahia Notícias http://t.co/Ut8exj6rbM via @bahianoticias",
"RT @paulocouti: É UMA VAGABA MESMO!",
,
,
"RT @MarcosSMaior: @sibamanchado13 Lula usou verba$ federai$ para encher cubanos de portos, hidrelétricas, etc. Na Paraíba tem porto o Cabed…",
"Ô Dilma! Nomeie logo a Marina! Incompreensível por incompreensível, ela ao menos inventa palavras… http://t.co/3i1dLVfuRU via @VEJA",
